State,State Code,Bank Name (FDIC),Routing Number,Matched Institution Name (Fed),Routing Office City/State,Match Type,Note
Georgia,GA,Touchmark National Bank,061121106,TOUCHMARK NATIONAL BANK,"ALPHARETTA, GA",Exact,
Georgia,GA,Truist Bank,031204710,BRANCH BANKING & TRUST COMPANY,"WILSON, NC",Exact,No routing number registered in GA; showing bank's routing number registered in NC
Georgia,GA,Truist Bank,031205955,BRANCH BANKING & TRUST COMPANY,"WILSON, NC",Exact,No routing number registered in GA; showing bank's routing number registered in NC
Georgia,GA,Truist Bank,031301998,BRANCH BANKING & TRUST COMPANY,"WILSON, NC",Exact,No routing number registered in GA; showing bank's routing number registered in NC
Georgia,GA,U.S. Bank National Association,011501747,U.S. BANK NA,"ST. PAUL, MN",Exact,No routing number registered in GA; showing bank's routing number registered in MN
Georgia,GA,U.S. Bank National Association,041202582,U.S. BANK NATIONAL ASSOCIATION,"ST. PAUL, MN",Exact,No routing number registered in GA; showing bank's routing number registered in MN
Georgia,GA,U.S. Bank National Association,042000013,U.S. BANK NATIONAL ASSOCIATION,"ST. PAUL, MN",Exact,No routing number registered in GA; showing bank's routing number registered in MN
Georgia,GA,US Metro Bank,122244427,US METRO BANK,"GARDEN GROVE, CA",Exact,No routing number registered in GA; showing bank's routing number registered in CA
Georgia,GA,United Bank,061101799,UNITED BANK,"ZEBULON, GA",Exact,
Georgia,GA,United Bank,061102138,UNITED BANK,"ZEBULON, GA",Exact,
Georgia,GA,United Bank,061102617,UNITED BANK,"ZEBULON, GA",Exact,
Georgia,GA,United Bank,061104204,UNITED BANK,"ZEBULON, GA",Exact,
Georgia,GA,United Bank,061107515,UNITED BANK,"ZEBULON, GA",Exact,
Georgia,GA,United Bank,061119477,UNITED BANK,"ZEBULON, GA",Exact,
Georgia,GA,United Bank,061120437,UNITED BANK,"ZEBULON, GA",Exact,
Georgia,GA,United Bank,261170494,UNITED BANK,"ZEBULON, GA",Exact,
Georgia,GA,United Community Bank,053105059,UNITED COMMUNITY BANK,"BLAIRSVLLE, GA",Exact,
Georgia,GA,United Community Bank,053111674,"UNITED COMMUNITY BANK, INC","BLAIRSVILLE, GA",Exact,
Georgia,GA,United Community Bank,053112770,UNITED COMMUNITY BANK,"BLAIRSVILLE, GA",Exact,
Georgia,GA,United Community Bank,053201186,UNITED COMMUNITY BANK,"BLAIRSVILLE, GA",Exact,
Georgia,GA,United Community Bank,053208095,UNITED COMMUNITY BANK,"BLAIRSVILLE, GA",Exact,
Georgia,GA,United Community Bank,061003787,"UNITED COMMUNITY BANK, INC","BLAIRSVILLE, GA",Exact,
Georgia,GA,United Community Bank,061019674,"UNITED COMMUNITY BANK, INC","BLAIRSVILLE, GA",Exact,
Georgia,GA,United Community Bank,061101333,"UNITED COMMUNITY BANK, INC","BLAIRSVILLE, GA",Exact,
Georgia,GA,United Community Bank,061102701,"UNITED COMMUNITY BANK, INC","BLAIRSVILLE, GA",Exact,
Georgia,GA,United Community Bank,061103454,"UNITED COMMUNITY BANK,INC","BLAIRSVILLE, GA",Exact,
Georgia,GA,United Community Bank,061104084,"UNITED COMMUNITY BANK, INC","BLAIRSVILLE, GA",Exact,
Georgia,GA,United Community Bank,061104518,"UNITED COMMUNITY BANK, INC","BLAIRSVILLE, GA",Exact,
Georgia,GA,United Community Bank,061104958,UNITED COMMUNITY BANK,"BLAIRSVILLE, GA",Exact,
Georgia,GA,United Community Bank,061105999,"UNITED COMMUNITY BANK, INC","BLAIRSVILLE, GA",Exact,
Georgia,GA,United Community Bank,061112843,"UNITED COMMUNITY BANK,INC","BLAIRSVILLE, GA",Exact,
Georgia,GA,United Community Bank,061113017,"UNITED COMMUNITY BANK, INC","BLAIRSVILLE, GA",Exact,
Georgia,GA,United Community Bank,061119464,"UNITED COMMUNITY BANK, INC","BLAIRSVILLE, GA",Exact,
Georgia,GA,United Community Bank,061119493,"UNITED COMMUNITY BANK, INC.","BLAIRSVILLE, GA",Exact,
Georgia,GA,United Community Bank,061119875,"UNITED COMMUNITY BANK, INC","BLAIRSVILLE, GA",Exact,
Georgia,GA,United Community Bank,061119901,"UNITED COMMUNITY BANK, INC","BLAIRSVILLE, GA",Exact,
Georgia,GA,United Community Bank,061120291,"UNITED COMMUNITY BANK, INC","BLAIRSVILLE, GA",Exact,
Georgia,GA,United Community Bank,064201243,UNITED COMMUNITY BANK,"BLAIRSVILLE, GA",Exact,
Georgia,GA,United Community Bank,064203979,"UNITED COMMUNITY BANK, INC","BLAIRSVILLE, GA",Exact,
Georgia,GA,United Community Bank,261190649,"UNITED COMMUNITY BANK, INC","BLAIRSVILLE, GA",Exact,
Georgia,GA,United National Bank,061219898,UNITED NATIONAL BANK,"CAIRO, GA",Exact,
Georgia,GA,Vallant Bank,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Georgia,GA,Vidalia Federal Savings Bank,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Georgia,GA,Wallis Bank,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Georgia,GA,Waycross Bank & Trust,061204052,WAYCROSS BANK & TRUST,"WAYCROSS, GA",Exact,
Georgia,GA,"Wells Fargo Bank, National Association",026073079,"WELLS FARGO BANK, NA","MINNEAPOLIS, MN",Exact,No routing number registered in GA; showing bank's routing number registered in MN
Georgia,GA,"Wells Fargo Bank, National Association",031302777,"WELLS FARGO BANK, N.A.","MINNEAPOLIS, MN",Exact,No routing number registered in GA; showing bank's routing number registered in MN
Georgia,GA,"Wells Fargo Bank, National Association",041203824,"WELLS FARGO BANK, N.A.","MINNEAPOLIS, MN",Exact,No routing number registered in GA; showing bank's routing number registered in MN
Georgia,GA,West Central Georgia Bank,061102523,WEST CENTRAL GEORGIA BANK,"THOMASTON, GA",Exact,
Georgia,GA,"Wilmington Trust, National Association",NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Georgia,GA,Woodforest National Bank,044115809,WOODFOREST NATIONAL BANK,"THE WOODLANDS, TX",Exact,No routing number registered in GA; showing bank's routing number registered in TX
Georgia,GA,Woodforest National Bank,053112592,WOODFOREST NATIONAL BANK,"THE WOODLANDS, TX",Exact,No routing number registered in GA; showing bank's routing number registered in TX
Georgia,GA,Woodforest National Bank,071926809,WOODFOREST NATIONAL BANK,"ROCKFORD, IL",Exact,No routing number registered in GA; showing bank's routing number registered in IL
Georgia,GA,Woori America Bank,021210073,WOORI AMERICA BANK,"BAYSIDE, NY",Exact,No routing number registered in GA; showing bank's routing number registered in NY
Georgia,GA,Woori America Bank,026007443,WOORI AMERICA BANK,"NEW YORK, NY",Exact,No routing number registered in GA; showing bank's routing number registered in NY
Georgia,GA,Woori America Bank,055003489,WOORI AMERICA BANK,"WHEATON, MD",Exact,No routing number registered in GA; showing bank's routing number registered in MD
Hawaii,HI,"American Savings Bank, National Association",NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Hawaii,HI,Bank of Hawaii,121301028,BANK OF HAWAII,"HONOLULU, HI",Exact,
Hawaii,HI,Bank of Hope,021214325,BANK OF HOPE,"LOS ANGELES, CA",Exact,No routing number registered in HI; showing bank's routing number registered in CA
Hawaii,HI,Bank of Hope,026006224,BANK OF HOPE,"LOS ANGELES, CA",Exact,No routing number registered in HI; showing bank's routing number registered in CA
Hawaii,HI,Bank of Hope,026013165,BANK OF HOPE,"LOS ANGELES, CA",Exact,No routing number registered in HI; showing bank's routing number registered in CA
Hawaii,HI,Central Pacific Bank,121301578,CENTRAL PACIFIC BANK,"HONOLULU, HI",Exact,
Hawaii,HI,Commonwealth Business Bank,122043864,COMMONWEALTH BUSINESS BANK,"LOS ANGELES, CA",Exact,No routing number registered in HI; showing bank's routing number registered in CA
Hawaii,HI,"Finance Factors, Ltd.",321381233,"FINANCE FACTORS, LTD.","HONOLULU, HI",Exact,
Hawaii,HI,"First American Trust, FSB",122241255,"FIRST AMERICAN TRUST, FSB","SANTA ANA, CA",Exact,No routing number registered in HI; showing bank's routing number registered in CA
Hawaii,HI,First Hawaiian Bank,121301015,FIRST HAWAIIAN BANK,"HONOLULU, HI",Exact,
Hawaii,HI,First-Citizens Bank & Trust Company,031207856,FIRST-CITIZENS BANK & TRUST CO,"RALEIGH, NC",Exact,No routing number registered in HI; showing bank's routing number registered in NC
Hawaii,HI,First-Citizens Bank & Trust Company,031918637,FIRST-CITIZENS BANK & TRUST CO,"RALEIGH, NC",Exact,No routing number registered in HI; showing bank's routing number registered in NC
Hawaii,HI,First-Citizens Bank & Trust Company,067013124,FIRST-CITIZENS BANK & TRUST COMPANY,"RALEIGH, NC",Exact,No routing number registered in HI; showing bank's routing number registered in NC
Hawaii,HI,Hawaii National Bank,121301772,HAWAII NATIONAL BANK,"HONOLULU, HI",Exact,
Hawaii,HI,Mechanics Bank,084201184,MECHANICS BANK,"WATER VALLEY, MS",Exact,No routing number registered in HI; showing bank's routing number registered in MS
Hawaii,HI,Mechanics Bank,121102036,MECHANICS BANK,"HERCULES, CA",Exact,No routing number registered in HI; showing bank's routing number registered in CA
Hawaii,HI,Mechanics Bank,121106252,MECHANICS BANK,"HERCULES, CA",Exact,No routing number registered in HI; showing bank's routing number registered in CA
Hawaii,HI,Royal Business Bank,026013408,ROYAL BUSINESS BANK,"LOS ANGELES, CA",Exact,No routing number registered in HI; showing bank's routing number registered in CA
Hawaii,HI,Royal Business Bank,122033612,ROYAL BUSINESS BANK,"LOS ANGELES, CA",Exact,No routing number registered in HI; showing bank's routing number registered in CA
Hawaii,HI,Royal Business Bank,122043107,ROYAL BUSINESS BANK,"LOS ANGELES, CA",Exact,No routing number registered in HI; showing bank's routing number registered in CA
Hawaii,HI,"Sunflower Bank, National Association",101100621,"SUNFLOWER BANK, N.A.","SALINA, KS",Exact,No routing number registered in HI; showing bank's routing number registered in KS
Hawaii,HI,"Sunflower Bank, National Association",101101015,"SUNFLOWER BANK, NA","SALINA, KS",Exact,No routing number registered in HI; showing bank's routing number registered in KS
Hawaii,HI,"Sunflower Bank, National Association",101102043,SUNFLOWER BANK N A,"SALINA, KS",Exact,No routing number registered in HI; showing bank's routing number registered in KS
Idaho,ID,BMO Bank National Association,063113727,"BMO HARRIS BANK, N.A","NAPERVILLE, IL",Exact,No routing number registered in ID; showing bank's routing number registered in IL
Idaho,ID,BMO Bank National Association,063114580,"BMO HARRIS BANK, N.A","NAPERVILLE, IL",Exact,No routing number registered in ID; showing bank's routing number registered in IL
Idaho,ID,BMO Bank National Association,063115123,"BMO HARRIS BANK, N.A","NAPERVILLE, IL",Exact,No routing number registered in ID; showing bank's routing number registered in IL
Idaho,ID,"Bank of America, National Association",011000138,"BANK OF AMERICA, N.A.","HENRICO, VA",Exact,No routing number registered in ID; showing bank's routing number registered in VA
Idaho,ID,"Bank of America, National Association",011000206,BANK OF AMERICA N.A,"RICHMOND, VA",Exact,No routing number registered in ID; showing bank's routing number registered in VA
Idaho,ID,"Bank of America, National Association",011000390,BANK OF AMERICA N.A,"RICHMOND, VA",Exact,No routing number registered in ID; showing bank's routing number registered in VA
Idaho,ID,Bank of Eastern Oregon,123203535,BANK OF EASTERN OREGON,"HEPPNER, OR",Exact,No routing number registered in ID; showing bank's routing number registered in OR
Idaho,ID,Bank of England,082902139,BANK OF ENGLAND,"ENGLAND, AR",Exact,No routing number registered in ID; showing bank's routing number registered in AR
Idaho,ID,Banner Bank,075904526,BANNER BANK,"BIRNAMWOOD, WI",Exact,No routing number registered in ID; showing bank's routing number registered in WI
Idaho,ID,Banner Bank,121135087,BANNER BANK,"SPOKANE, WA",Exact,No routing number registered in ID; showing bank's routing number registered in WA
Idaho,ID,Banner Bank,121137807,BANNER BANK,"SPOKANE, WA",Exact,No routing number registered in ID; showing bank's routing number registered in WA
Idaho,ID,Bell Bank,091310521,BELL BANK,"FARGO, ND",Exact,No routing number registered in ID; showing bank's routing number registered in ND
Idaho,ID,Cache Valley Bank,124084779,CACHE VALLEY BANK,"LOGAN, UT",Exact,No routing number registered in ID; showing bank's routing number registered in UT
Idaho,ID,Cache Valley Bank,124302325,CACHE VALLEY BANK,"LOGAN, UT",Exact,No routing number registered in ID; showing bank's routing number registered in UT
Idaho,ID,Cache Valley Bank,124302930,CACHE VALLEY BANK,"LOGAN, UT",Exact,No routing number registered in ID; showing bank's routing number registered in UT
Idaho,ID,Columbia Bank,055000165,THE COLUMBIA BANK,"EAST PETERSBURG, PA",Exact,No routing number registered in ID; showing bank's routing number registered in PA
Idaho,ID,Columbia Bank,055002338,THE COLUMBIA BANK,"EAST PETERSBURG, PA",Exact,No routing number registered in ID; showing bank's routing number registered in PA
Idaho,ID,Columbia Bank,055002862,THE COLUMBIA BANK,"EAST PETERSBURG, PA",Exact,No routing number registered in ID; showing bank's routing number registered in PA
Idaho,ID,D. L. Evans Bank,124103582,D L EVANS BANK,"BURLEY, ID",Exact,
Idaho,ID,D. L. Evans Bank,124103744,D L EVANS BANK,"BURLEY, ID",Exact,
Idaho,ID,Davidson Trust Co.,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Idaho,ID,Farmers Bank,124102509,FARMERS BANK,"TWIN FALLS, ID",Exact,
Idaho,ID,First Federal Savings Bank of Twin Falls,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Idaho,ID,First Interstate Bank,092901683,FIRST INTERSTATE BANK,"BILLINGS, MT",Exact,No routing number registered in ID; showing bank's routing number registered in MT
Idaho,ID,First Interstate Bank,123206985,FIRST INTERSTATE BANK,"BILLINGS, MT",Exact,No routing number registered in ID; showing bank's routing number registered in MT
Idaho,ID,First Interstate Bank,125102430,FIRST INTERSTATE BANK,"BILLINGS, MT",Exact,No routing number registered in ID; showing bank's routing number registered in MT
Idaho,ID,Glacier Bank,092101030,GLACIER BANK,"KALISPELL, MT",Exact,No routing number registered in ID; showing bank's routing number registered in MT
Idaho,ID,Glacier Bank,092900613,GLACIER BANK,"HELENA, MT",Exact,No routing number registered in ID; showing bank's routing number registered in MT
Idaho,ID,Glacier Bank,092901175,GLACIER BANK,"HELENA, MT",Exact,No routing number registered in ID; showing bank's routing number registered in MT
Idaho,ID,Heritage Bank,042102160,HERITAGE BANK,"BURLINGTON, KY",Exact,No routing number registered in ID; showing bank's routing number registered in KY
Idaho,ID,Heritage Bank,042107754,HERITAGE BANK,"WALTON, KY",Exact,No routing number registered in ID; showing bank's routing number registered in KY
Idaho,ID,Heritage Bank,061207839,HERITAGE BANK,"HINESVILLE, GA",Exact,No routing number registered in ID; showing bank's routing number registered in GA
Idaho,ID,Idaho First Bank,124103838,IDAHO FIRST BANK,"MCCALL, ID",Exact,
Idaho,ID,Idaho Trust  Bank,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Idaho,ID,Ireland Bank,124100857,IRELAND BANK,"MALAD CITY, ID",Exact,
Idaho,ID,"JPMorgan Chase Bank, National Association",021000021,JPMORGAN CHASE,"TAMPA, FL",Exact,No routing number registered in ID; showing bank's routing number registered in FL
Idaho,ID,"JPMorgan Chase Bank, National Association",021000128,JPMORGAN CHASE,"TAMPA, FL",Exact,No routing number registered in ID; showing bank's routing number registered in FL
Idaho,ID,"JPMorgan Chase Bank, National Association",021031207,JPMORGAN CHASE,"TAMPA, FL",Exact,No routing number registered in ID; showing bank's routing number registered in FL
Idaho,ID,KeyBank National Association,011807043,KEYBANK NATIONAL ASSOCIATION,"ALBANY, NY",Exact,No routing number registered in ID; showing bank's routing number registered in NY
Idaho,ID,KeyBank National Association,021110209,KEYBANK NATIONAL ASSOCIATION,"ALBANY, NY",Exact,No routing number registered in ID; showing bank's routing number registered in NY
Idaho,ID,KeyBank National Association,021313569,KEYBANK NATIONAL ASSOCIATION,"ALBANY, NY",Exact,No routing number registered in ID; showing bank's routing number registered in NY
Idaho,ID,Mechanics Bank,084201184,MECHANICS BANK,"WATER VALLEY, MS",Exact,No routing number registered in ID; showing bank's routing number registered in MS
Idaho,ID,Mechanics Bank,121102036,MECHANICS BANK,"HERCULES, CA",Exact,No routing number registered in ID; showing bank's routing number registered in CA
Idaho,ID,Mechanics Bank,121106252,MECHANICS BANK,"HERCULES, CA",Exact,No routing number registered in ID; showing bank's routing number registered in CA
Idaho,ID,NBH Bank,101000789,NBH BANK,"KANSAS CITY, MO",Exact,No routing number registered in ID; showing bank's routing number registered in MO
Idaho,ID,NBH Bank,101002716,NBH BANK,"KANSAS CITY, MO",Exact,No routing number registered in ID; showing bank's routing number registered in MO
Idaho,ID,NBH Bank,101002949,NBH BANK,"KANSAS CITY, MO",Exact,No routing number registered in ID; showing bank's routing number registered in MO
Idaho,ID,Northwest Bank,073902290,NORTHWEST BANK,"SPENCER, IA",Exact,No routing number registered in ID; showing bank's routing number registered in IA
Idaho,ID,Northwest Bank,073915847,NORTHWEST BANK,"SPENCER, IA",Exact,No routing number registered in ID; showing bank's routing number registered in IA
Idaho,ID,Northwest Bank,101207919,BANK NORTHWEST,"HAMILTON, MO",Exact,No routing number registered in ID; showing bank's routing number registered in MO
Idaho,ID,Portage Bank,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Idaho,ID,Summit National Bank,102305373,SUMMIT NATIONAL BANK,"HULETT, WY",Exact,No routing number registered in ID; showing bank's routing number registered in WY
Idaho,ID,Sunwest Bank,122228003,SUNWEST BANK,"IRVINE, CA",Exact,No routing number registered in ID; showing bank's routing number registered in CA
Idaho,ID,Sunwest Bank,124103757,SUNWEST BANK,"IRVINE, CA",Exact,No routing number registered in ID; showing bank's routing number registered in CA
Idaho,ID,The Bank of Commerce,124100417,THE BANK OF COMMERCE,"IDAHO FALLS, ID",Exact,
Idaho,ID,Twin River Bank,123103596,TWIN RIVER BANK,"LEWISTON, ID",Exact,
Idaho,ID,U.S. Bank National Association,011501747,U.S. BANK NA,"ST. PAUL, MN",Exact,No routing number registered in ID; showing bank's routing number registered in MN
Idaho,ID,U.S. Bank National Association,041202582,U.S. BANK NATIONAL ASSOCIATION,"ST. PAUL, MN",Exact,No routing number registered in ID; showing bank's routing number registered in MN
Idaho,ID,U.S. Bank National Association,042000013,U.S. BANK NATIONAL ASSOCIATION,"ST. PAUL, MN",Exact,No routing number registered in ID; showing bank's routing number registered in MN
Idaho,ID,WaFd Bank,122106073,"WASHINGTON FEDERAL,NA","SEATTLE, WA",Exact,No routing number registered in ID; showing bank's routing number registered in WA
Idaho,ID,WaFd Bank,123205973,"WASHINGTON FEDERAL,NA","SEATTLE, WA",Exact,No routing number registered in ID; showing bank's routing number registered in WA
Idaho,ID,WaFd Bank,123206367,"WASHINGTON FEDERAL,NA","SEATTLE, WA",Exact,No routing number registered in ID; showing bank's routing number registered in WA
Idaho,ID,Washington Trust Bank,125100089,WASHINGTON TRUST BANK,"SPOKANE, WA",Exact,No routing number registered in ID; showing bank's routing number registered in WA
Idaho,ID,"Wells Fargo Bank, National Association",026073079,"WELLS FARGO BANK, NA","MINNEAPOLIS, MN",Exact,No routing number registered in ID; showing bank's routing number registered in MN
Idaho,ID,"Wells Fargo Bank, National Association",031302777,"WELLS FARGO BANK, N.A.","MINNEAPOLIS, MN",Exact,No routing number registered in ID; showing bank's routing number registered in MN
Idaho,ID,"Wells Fargo Bank, National Association",041203824,"WELLS FARGO BANK, N.A.","MINNEAPOLIS, MN",Exact,No routing number registered in ID; showing bank's routing number registered in MN
Idaho,ID,"Zions Bancorporation, N.A.",011201762,"THE FIRST, N.A.","DAMARISCOTTA, ME",Exact,No routing number registered in ID; showing bank's routing number registered in ME
Idaho,ID,"Zions Bancorporation, N.A.",011201830,"THE FIRST, N.A.","DAMARISCOTTA, ME",Exact,No routing number registered in ID; showing bank's routing number registered in ME
Idaho,ID,"Zions Bancorporation, N.A.",011202936,"THE FIRST, NATIONAL ASSOCIATION","DAMARISCOTTA, ME",Exact,No routing number registered in ID; showing bank's routing number registered in ME
Idaho,ID,bankcda,123103826,BANKCDA,"COEUR D'ALENE, ID",Exact,
Illinois,IL,1NB Bank,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Illinois,IL,1st Community Bank,071109037,1ST COMMUNITY BANK,"ALEDO, IL",Exact,
Illinois,IL,1st Equity Bank,071925693,1ST EQUITY BANK,"SKOKIE, IL",Exact,
Illinois,IL,AMG National Trust Bank,107007346,AMG NATIONAL TRUST BANK,"BOULDER, CO",Exact,No routing number registered in IL; showing bank's routing number registered in CO
Illinois,IL,Albank National Association,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Illinois,IL,Alliance Community Bank,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Illinois,IL,Amalgamated Bank of Chicago,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Illinois,IL,"American Bank and Trust Company, National Association",065205031,AMERICAN BANK AND TRUST CO,"OPELOUSAS, LA",Fuzzy 95%,No routing number registered in IL; showing bank's routing number registered in LA
Illinois,IL,"American Bank and Trust Company, National Association",071108834,AMERICAN BANK & TRUST CO,"DAVENPORT, IA",Fuzzy 95%,No routing number registered in IL; showing bank's routing number registered in IA
Illinois,IL,"American Bank and Trust Company, National Association",083908323,"AMERICAN BANK & TRUST CO., INC.","BOWLING GREEN, KY",Fuzzy 95%,No routing number registered in IL; showing bank's routing number registered in KY
Illinois,IL,American Bank of Freedom,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Illinois,IL,"American Commercial Bank & Trust, National Association",NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Illinois,IL,American Community Bank & Trust,071926045,AMERICAN COMMUNITY BANK & TRUST,"WOODSTOCK, IL",Exact,
Illinois,IL,American Eagle Bank,071926281,AMERICAN EAGLE BANK,"SOUTH ELGIN, IL",Exact,
Illinois,IL,American Metro Bank,071025645,AMERICAN METRO BANK,"CHICAGO, IL",Exact,
Illinois,IL,Anchor State Bank,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Illinois,IL,Anderson State Bank,071110262,ANDERSON STATE BANK,"ONEIDA, IL",Exact,
Illinois,IL,Anna State Bank,081219108,ANNA STATE BANK,"ANNA, IL",Exact,
Illinois,IL,Anna-Jonesboro National Bank,081205264,ANNA-JONESBORO NATIONAL BANK,"ANNA, IL",Exact,
Illinois,IL,Anna-Jonesboro National Bank,081213832,ANNA-JONESBORO NATIONAL BANK,"ANNA, IL",Exact,
Illinois,IL,Apple River State Bank,071122247,APPLE RIVER STATE BK,"GALENA, IL",Fuzzy 95%,
Illinois,IL,"Armed Forces Bank, National Association",122243017,"ARMED FORCES BANK, NA","KANSAS CITY, MO",Exact,No routing number registered in IL; showing bank's routing number registered in MO
Illinois,IL,"Associated Bank, National Association",075000941,ASSOCIATED BANK N A,"GREEN BAY, WI",Exact,No routing number registered in IL; showing bank's routing number registered in WI
Illinois,IL,"Associated Bank, National Association",075901121,ASSOCIATED BANK NA,"GREEN BAY, WI",Exact,No routing number registered in IL; showing bank's routing number registered in WI
Illinois,IL,"Associated Bank, National Association",075901723,ASSOCIATED BANK NA,"GREEN BAY, WI",Exact,No routing number registered in IL; showing bank's routing number registered in WI
Illinois,IL,BMO Bank National Association,063113727,"BMO HARRIS BANK, N.A","NAPERVILLE, IL",Exact,No routing number registered in IL; showing bank's routing number registered in IL
Illinois,IL,BMO Bank National Association,063114580,"BMO HARRIS BANK, N.A","NAPERVILLE, IL",Exact,No routing number registered in IL; showing bank's routing number registered in IL
Illinois,IL,BMO Bank National Association,063115123,"BMO HARRIS BANK, N.A","NAPERVILLE, IL",Exact,No routing number registered in IL; showing bank's routing number registered in IL
Illinois,IL,BMO Harris Central National Association,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Illinois,IL,"BNY Mellon, National Association",NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Illinois,IL,Bank & Trust Company,081903537,BANK AND TRUST COMPANY,"LITCHFIELD, IL",Exact,
Illinois,IL,"Bank First, N.A.",NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Illinois,IL,"Bank of America, National Association",071000505,"BANK OF AMERICA, N.A.","CHICAGO, IL",Exact,
Illinois,IL,Bank of Belleville,081026540,BANK OF BELLEVILLE,"BELLEVILLE, IL",Exact,
Illinois,IL,Bank of Calhoun County,081913417,BANK OF CALHOUN COUNTY,"HARDIN, IL",Exact,
Illinois,IL,Bank of England,082902139,BANK OF ENGLAND,"ENGLAND, AR",Exact,No routing number registered in IL; showing bank's routing number registered in AR
Illinois,IL,Bank of Farmington,071105882,BANK OF FARMINGTON,"FARMINGTON, IL",Exact,
Illinois,IL,Bank of Farmington,071114093,BANK OF FARMINGTON,"FARMINGTON, IL",Exact,
Illinois,IL,Bank of Hope,021214325,BANK OF HOPE,"LOS ANGELES, CA",Exact,No routing number registered in IL; showing bank's routing number registered in CA
Illinois,IL,Bank of Hope,026006224,BANK OF HOPE,"LOS ANGELES, CA",Exact,No routing number registered in IL; showing bank's routing number registered in CA
Illinois,IL,Bank of Hope,026013165,BANK OF HOPE,"LOS ANGELES, CA",Exact,No routing number registered in IL; showing bank's routing number registered in CA
Illinois,IL,Bank of Kampsville,081913860,BANK OF KAMPSVILLE,"KAMPSVILLE, IL",Exact,
Illinois,IL,Bank of O'Fallon,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Illinois,IL,Bank of Pontiac,071119506,BANK OF PONTIAC,"PONTIAC, IL",Exact,
Illinois,IL,Bank of Pontiac,071122263,BANK OF PONTIAC,"PONTIAC, IL",Exact,
Illinois,IL,Bank of Rantoul,071107453,BANK OF RANTOUL,"RANTOUL, IL",Exact,
Illinois,IL,Bank of Rantoul,071119289,BANK OF RANTOUL,"RANTOUL, IL",Exact,
Illinois,IL,Bank of Springfield,071108559,BANK OF SPRINGFIELD,"SPRINGFIELD, IL",Exact,
Illinois,IL,Bank of Springfield,081909007,BANK OF SPRINGFIELD,"SPRINGFIELD, IL",Exact,
Illinois,IL,Bank of Stronghurst,071122030,BANK OF STRONGHURST,"STRONGHURST, IL",Exact,
Illinois,IL,Bank of Yates City,071116813,BANK OF YATES CITY,"YATES CITY, IL",Exact,
Illinois,IL,"BankChampaign, National Association",071126706,BANKCHAMPAIGN NA,"CHAMPAIGN, IL",Exact,
Illinois,IL,BankOrion,071110042,BANKORION,"ORION, IL",Exact,
Illinois,IL,Banterra Bank,081215597,BANTERRA BANK,"MARION, IL",Exact,
Illinois,IL,Banterra Bank,081222593,BANTERRA BANK,"ELDORADO, IL",Exact,
Illinois,IL,"Barrington Bank & Trust Company, National Association",NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Illinois,IL,Beal Bank USA,122487459,BEAL BANK USA,"LAS VEGAS, NV",Exact,No routing number registered in IL; showing bank's routing number registered in NV
Illinois,IL,Beardstown Savings s.b.,271170154,BEARDSTOWN SAVINGS S.B.,"BEARDSTOWN, IL",Exact,
Illinois,IL,Belmont Bank & Trust Company,071026576,BELMONT BANK & TRUST COMPANY,"CHICAGO, IL",Exact,
Illinois,IL,Better Banks,071106687,BETTER BANKS,"PEORIA, IL",Exact,
Illinois,IL,Better Banks,071107259,BETTER BANKS,"PEORIA, IL",Exact,
Illinois,IL,Better Banks,071112668,BETTER BANKS,"PEORIA, IL",Exact,
Illinois,IL,Better Banks,071120207,BETTER BANKS,"PEORIA, IL",Exact,
Illinois,IL,Better Banks,071121727,BETTER BANKS,"PEORIA, IL",Exact,
Illinois,IL,"Beverly Bank & Trust Company, National Association",NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
Illinois,IL,Blackhawk Bank & Trust,071110107,BLACKHAWK BANK AND TRUST,"MILAN, IL",Exact,
Illinois,IL,Blackhawk Bank & Trust,071123123,BLACKHAWK BANK & TRUST,"MILAN, IL",Exact,
Illinois,IL,Brickyard Bank,071002422,BRICKYARD BANK,"LINCOLNWOOD, IL",Exact,
Illinois,IL,Buckley State Bank,NOT FOUND,,,,No confident match in Federal Reserve FedACH directory
