State,Institution Name,Routing Numbers
Indiana,First Business Bank,065402290
Kentucky,First Federal Savings Bank,274970380
Minnesota,First Resource Bank,091810050
New Jersey,Freedom Bank,021214493
Ohio,GENFED FINANCIAL,
Colorado,Glacier Bank,092101030
Louisiana,HOPE,
Indiana,Horizon Bank,104905784
Louisiana,"Investar Bank, National Association",065405527
Texas,KRAFTMAN,
Florida,MAYO EMPLOYEES,
Ohio,MEMBERS TRUST,
Utah,Mechanics Bank,084201184
Massachusetts,"NBT Bank, National Association",011402053
Tennessee,"New Peoples Bank, Inc.",051408897
Tennessee,Oakworth Capital Bank,062006709
Indiana,PARTNERS 1ST,
New Jersey,PUBLIC SERVICE,
Georgia,PeoplesSouth Bank,062104041
Florida,Popular Bank,026008811
Michigan,RIVER VALLEY,
Utah,SECURITY SERVICE,
Illinois,STALEY,
Pennsylvania,SUN,
Illinois,Southern Bank,061212235
Missouri,Stockmens Bank,092902488
Pennsylvania,TOLEDO FIRE FIGHTERS,
Kansas,The Community Bank,101106751
Tennessee,The First Bank and Trust Company,051404464
Virginia,TruPoint Bank,051403672
California,US Metro Bank,122244427
Michigan,VALLEY,
Ohio,W S S C,
Kansas,Western National Bank,101112473
Alabama,Ameris Bank,053208066
North Carolina,Byline Bank,071001533
Iowa,CITY & COUNTY,296075810
Pennsylvania,CORPORATE AMERICA FAMILY,271987075
Indiana,"Community Bank, National Association",011600020
Texas,DELTA COMMUNITY,261071315
Kansas,Equity Bank,082908599
Kansas,Exchange Bank,061101786
Florida,FIRST CHOICE,267083349
Nebraska,F&M Bank,104900802
Illinois,First Merchants Bank,044072243
Georgia,First Southern Bank,061206814
Massachusetts,Goldman Sachs Bank USA,124085082
Louisiana,Hancock Whitney Bank,062101219
California,Israel Discount Bank of New York,067015232
Massachusetts,Liberty Bank,011110659
North Carolina,MEMBERS,253177793
Texas,Members Trust Company,063192612
Alabama,Origin Bank,111102758
New Jersey,Royal Business Bank,026013408
Illinois,State Bank,071125914
Oklahoma,TEACHERS,
Georgia,The Farmers Bank,061107861
Ohio,The Park National Bank,041201512
Illinois,UNITED COMMUNITY,281277364
Ohio,Union Savings Bank,242272311
California,Western Alliance Bank,121143260
New Jersey,AMG National Trust Bank,107007346
Indiana,American Bank of Freedom,081518058
Kentucky,Banterra Bank,081215597
Missouri,COMMUNITY FIRST,281580695
New Jersey,Columbia Bank,221271935
Missouri,ENCORE BANK,082008583
Massachusetts,East West Bank,011002877
Pennsylvania,FEDEX EMPLOYEES CREDIT ASSOCIATION,284084350
Ohio,Farmers & Merchants Bank,042213389
Indiana,"First Financial Bank, National Association",071100858
Iowa,First Security Bank,082901774
Indiana,HONDA,322275746
Oklahoma,MidFirst Bank,102007008
New Jersey,POLISH & SLAVIC,021283958
Missouri,Preferred Bank,101911962
Michigan,SELFRELIANCE,271080817
Oklahoma,Security State Bank,061212853
Oklahoma,Simmons Bank,064201612
Iowa,"TBK BANK, SSB",071104647
Kansas,The Farmers State Bank,101105927
Kansas,Union State Bank,101100993
Iowa,"Associated Bank, National Association",075000941
Pennsylvania,Beal Bank USA,122487459
Tennessee,Central Bank,284373838
Florida,ENT,296076152
Texas,"FSNB, National Association",103112675
North Carolina,FirstBank,061107010
Florida,"Magnolia Bank, Incorporated",083906888
Virginia,Manufacturers and Traders Trust Company,221272316
Michigan,Nicolet National Bank,075901642
Florida,ServisFirst Bank,061121122
Texas,The Bank of New York Mellon,011001234
Kentucky,"WesBanco Bank, Inc.",042202219
Texas,"Armed Forces Bank, National Association",122243017
Florida,Bank OZK,026013291
New Jersey,Bank of Hope,021214325
California,"Citibank, National Association",021000089
Missouri,Citizens Bank,081504172
Virginia,City National Bank,026013958
Kansas,Community Bank,101106751
Oklahoma,Farmers and Merchants Bank,103002099
Illinois,First National Bank of Omaha,071902629
Nebraska,Great Southern Bank,065303784
California,JUSTICE,254074413
Wisconsin,SELF-HELP,322273696
New Jersey,"TD Bank, National Association",011103093
North Carolina,The Central Trust Bank,086519609
Florida,United Bank,067092912
Pennsylvania,Woori America Bank,021210073
Texas,Busey Bank,071100117
California,Metro City Bank,061104848
Florida,NORTHROP GRUMMAN,322276088
Oklahoma,Commerce Bank,071100010
Virginia,First Horizon Bank,061120152
California,"Flagstar Bank, National Association",065203648
Florida,KeyBank National Association,011807043
Illinois,Liberty Bank and Trust Company,065002108
Kentucky,Old National Bank,072413638
Minnesota,"Wilmington Trust, National Association",022313005
Michigan,CIBC National Trust Company,071006486
Missouri,COMMUNITYAMERICA,301081508
Tennessee,First Community Bank,043308277
Minnesota,United Community Bank,091210074
North Carolina,AMERICAN AIRLINES,311992904
Massachusetts,"BNY Mellon, National Association",031300821
Kansas,Farmers State Bank,101105927
Iowa,First State Bank,073904939
Georgia,BAXTER,271992400
California,First Bank,021214163
Texas,First Bank,111907788
Pennsylvania,Truist Bank,031204710
Missouri,"UMB Bank, National Association",111015748
Illinois,"Fifth Third Bank, National Association",053100737
Illinois,Peoples Bank,041001013
Texas,Peoples Bank,111325823
Missouri,Regions Bank,051009296
Kentucky,Woodforest National Bank,044115809
Florida,BMO Bank National Association,063113727
Utah,BMO Bank National Association,063113727
North Carolina,First-Citizens Bank & Trust Company,031207856
Indiana,Pinnacle Bank,042101886
California,The Northern Trust Company,063111059
Ohio,The Northern Trust Company,063111059
Kentucky,The Huntington National Bank,041000153
Wisconsin,The Huntington National Bank,041000153
Minnesota,U.S. Bank National Association,011501747
California,NAVY FEDERAL CREDIT UNION,256074974
Nebraska,NAVY FEDERAL CREDIT UNION,256074974
Alabama,"PNC Bank, National Association",021200575
Michigan,"PNC Bank, National Association",021200575
Wisconsin,"PNC Bank, National Association",021200575
Louisiana,Bank of England,082902139
Utah,Bank of England,082902139
Kansas,"Wells Fargo Bank, National Association",026073079
Tennessee,"Wells Fargo Bank, National Association",026073079
Indiana,"Bank of America, National Association",011000138
California,"JPMorgan Chase Bank, National Association",021000021
Massachusetts,"JPMorgan Chase Bank, National Association",021000021
Pennsylvania,"JPMorgan Chase Bank, National Association",021000021
Wisconsin,1ST CLASS EXPRESS,
Ohio,1st National Bank,042208006
Texas,4U,
Illinois,ABRI,
Louisiana,ACCESS OF LOUISIANA,
Indiana,ADVANCE FINANCIAL,
Utah,AFFINITY FIRST,
Colorado,AKRON,
Tennessee,ALCOA MUNICIPAL EMPLOYEES,
Ohio,ALL SAINTS,
Iowa,ALLEN HOSPITAL PERSONNEL,
Ohio,ALLWEALTH,
Illinois,ALTONIZED COMMUNITY,
Alabama,AMERICA'S FIRST,
Texas,ANDERSON COUNTY,
Colorado,ARAPAHOE,
Kentucky,ARH,
Georgia,ARTESIAN,
Ohio,ASSOCIATED SCHOOL EMPLOYEES,
Texas,AUSTIN TELCO,
Kansas,AZURA,
Nebraska,Adams State Bank,104911671
Illinois,Alliance Community Bank,071111481
Texas,Amarillo National Bank,111300958
Kansas,American Bank of Baxter Springs,
Minnesota,American Federal Bank,291271004
Minnesota,American State Bank of Grygla,
Tennessee,Andrew Johnson Bank,064202860
Missouri,Arlo Bank,286573351
Texas,Atascosa Bank,114910918
California,Avidbank,121143626
Alabama,BALDWIN COUNTY,
Louisiana,BATON ROUGE FIRE DEPARTMENT,
Texas,BAYLOR HEALTH CARE SYSTEM,
California,"BEACON BUSINESS BANK, NATIONAL ASSOCIATION",121040651
Georgia,BEKA,
Georgia,BERRIEN TEACHERS,
Texas,BIG SPRING EDUCATION EMPLOYEES,
Wisconsin,BLC Community Bank,075905868
Ohio,BMI,
Texas,BRAZOS VALLEY SCHOOLS,
Virginia,BRISTOL VA SCHOOL SYSTEM,
Kentucky,BROWN-FORMAN EMPLOYEES,
Texas,B. P. S.,
Florida,Banesco USA,067010512
Michigan,Bank Michigan,072407741
Tennessee,Bank of Bartlett,084003159
Illinois,Bank of Calhoun County,081913417
Louisiana,Bank of Commerce & Trust Co.,101101060
Nebraska,Bank of Dixon County,104102613
Missouri,Bank of Franklin County,081918946
Kansas,Bank of Hays,101108571
Kansas,Bank of Labor,101001047
Wisconsin,Bank of Mauston,075903158
Missouri,Bank of Odessa,101904186
Missouri,Bank of Salem,081503694
Louisiana,Bank of Zachary,065402520
Ohio,Bank419,041213872
Minnesota,BankVista,091916967
Louisiana,Basile State Bank,065204964
California,Beach Cities Commercial Bank,122245374
Texas,Benchmark Bank,111902055
Michigan,Blissfield State Bank,072403978
New Jersey,Bogota Savings Bank,221270198
Alabama,Brantley Bank and Trust Company,062105723
Wisconsin,Bristol Morgan Bank,075906304
Illinois,Burling Bank,071005254
Pennsylvania,CACL,
California,CALIFORNIA ADVENTIST,
Florida,CAMPUS USA,
California,CAPSTONE,
Minnesota,CATHOLIC UNITED FINANCIAL,
Louisiana,CENLA,
Pennsylvania,CENTRAL KEYSTONE,
Wisconsin,CENTRAL WISCONSIN,
Florida,CHAMPIONS FIRST,
Texas,CHEROKEE COUNTY TEACHERS,
Ohio,CHILDREN'S MEDICAL CENTER,
Pennsylvania,CHROME,
Iowa,CITIZENS COMMUNITY,
North Carolina,CIVIC,
Illinois,CLIFFORD-JACOBS EMPLOYEES,
Wisconsin,CO-OP,
Colorado,COLORAMO,
Virginia,COMMONWEALTH ONE,
Michigan,COMMUNITY FOCUS,
Indiana,COMMUNITYWIDE,
Florida,CONNECT CREDIT UNION,
Illinois,COOPERATIVE CHOICE NETWORK,
Oklahoma,COREBANK,103103642
Texas,COSDEN,
Indiana,CRANE,
Virginia,CREDIT UNION OF RICHMOND INCORPORAT,
Kansas,CROSSROADS,
Virginia,"Calvin B. Taylor Banking Company of Berlin, Maryland",052101012
Michigan,Capitol National Bank,072413450
Georgia,Carver State Bank,061200658
Iowa,Cedar Rapids Bank and Trust Company,073900108
Illinois,Central Bank Illinois,071105002
Missouri,Century Bank of the Ozarks,081509973
Illinois,Chesterfield State Bank,081904086
Minnesota,Citizens Bank Minnesota,091901192
Georgia,Citizens Bank of Americus,061201042
Georgia,Citizens Bank of the South,061101197
Louisiana,Citizens Progressive Bank,111103362
Minnesota,Citizens State Bank of Roseau,
Pennsylvania,Clarion County Community Bank,043318791
Kentucky,Clinton Bank,083902455
Illinois,Collinsville Building and Loan Association,281070901
Alabama,CommerceOne Bank,062006806
Massachusetts,Commonwealth Co-operative Bank,211070256
Illinois,Community Bank of Elmhurst,071925376
California,Community Bank of Santa Maria,122243237
Ohio,"Community First Bank, National Association",041207150
Alabama,Community Spirit Bank,062203476
Missouri,"Concordia Bank of Concordia, Missouri",101917843
Virginia,CornerStone Bank,031207830
Illinois,Country Trust Bank,
Florida,Crews Bank & Trust,063104927
Louisiana,Currency Bank,
Massachusetts,DANVERS MUNICIPAL,
Massachusetts,DEDHAM TOWN EMPLOYEES,
Alabama,DEMOPOLIS,
Iowa,DES MOINES METRO,
Indiana,DIAMOND VALLEY,
Indiana,DIVERSIFIED GENERAL,
Texas,DOCHES,
Michigan,DOWNRIVER COMMUNITY,
Illinois,DUPAGE COUNTY EMPLOYEES,
Iowa,Danville State Savings Bank,073912756
Minnesota,Deerwood Bank,091907125
Illinois,Dieterich Bank,
Pennsylvania,E R R L,
California,EAST COUNTY SCHOOLS,
Alabama,ECO,
Ohio,EIGHT,
Utah,ELEVATE,
Minnesota,EMBARRASS VERMILLION,
California,EMPLOYEES CHOICE,
Oklahoma,ENDURANCE,
Texas,EP,
Pennsylvania,ERIE,
Indiana,EVANSVILLE,
Michigan,EXTRA,
Michigan,Eastern Michigan Bank,072404058
Nebraska,Elkhorn Valley Bank & Trust,104902172
Colorado,Equitable Savings and Loan Association,307087001
Florida,Evermore Bank,067017078
Missouri,F & C Bank,101902146
California,FAMILIES AND SCHOOLS TOGETHER,
Pennsylvania,FEDCHOICE,
California,FFB Bank,
New Jersey,FINANCIAL RESOURCES,
Ohio,FIRELANDS,
Ohio,FIRST CHOICE AMERICA COMMUNITY,
North Carolina,FIRST FLIGHT,
Ohio,FIRST OHIO COMMUNITY,
California,FIRST U.S. COMMUNITY,
Georgia,FLINT RIVER EMPLOYEES,
Oklahoma,FNB Community Bank,103012843
Wisconsin,FOND DU LAC,
Iowa,FORT DODGE FAMILY,
Indiana,FORTRESS,
Michigan,FRANKFORT COMMUNITY,
Texas,FREESTONE,
Kansas,FRONTIER COMMUNITY,
Oklahoma,Fairview Savings and Loan Association,303172664
Missouri,"Farmers Bank of Lohman, Missouri",081510739
Illinois,Farmers State Bank of Western Illinois,
Indiana,Farmers and Mechanics Federal Savings Bank,281371613
Minnesota,Farmers and Merchants State Bank of Springfield,
Texas,Fidelity Bank of Texas,111905340
Colorado,First American State Bank,102006326
Illinois,First Bank and Trust Company of Illinois,
Nebraska,First Bank of Utica,104904277
Tennessee,First Century Bank,064204774
Illinois,First Community Bank of Hillsboro,
Minnesota,First Farmers & Merchants Bank,091912330
Ohio,First Federal Community Bank of Bucyrus,241270233
Indiana,First Federal Savings and Loan Association of Greensburg,274970351
California,First General Bank,122244061
Missouri,First Midwest Bank of Dexter,081501175
Oklahoma,First National Bank and Trust Company of Ardmore,103100522
Illinois,First National Bank in Pinckneyville,
Tennessee,First National Bank of Eastern Arkansas,084101417
Oklahoma,First National Bank of Oklahoma,103111252
Colorado,"First National Bank, Cortez",102104888
Georgia,First Peoples Bank,061103849
Virginia,First Sentinel Bank,051409537
Missouri,"First State Bank and Trust Company, Inc.",081505155
Alabama,First State Bank of DeKalb County,062203337
Texas,First State Bank of San Diego,114902683
Texas,First Texas Bank,111902275
Nebraska,"First Westroads Bank, Inc.",104001497
Nebraska,Five Points Bank,104901678
Florida,"Florida Capital Bank, National Association",063016824
Missouri,Four States Bank,101219761
Iowa,FreedomBank,073913218
Louisiana,G G W,
New Jersey,GARDEN SAVINGS,
Texas,GECU,
Georgia,GEORGIA HERITAGE,
Utah,GIBBONS AND REED EMPLOYEES,
Illinois,GN Bank,271070924
Utah,GOLDENWEST,
Louisiana,GP LOUISIANA,
Indiana,GREAT HORIZONS,
Minnesota,GREATER COMMUNITY,
California,GREATER VALLEY,
Florida,GROW FINANCIAL,
Wisconsin,GUNDERSEN,
Minnesota,Gateway Bank,096017337
Illinois,Germantown Trust & Savings Bank,081913158
California,Golden State Bank,122243716
Illinois,Grand Ridge National Bank,071926090
Oklahoma,Great Nations Bank,103113276
Tennessee,"Greeneville Federal Bank, FSB",264271345
Louisiana,"Guaranty Bank & Trust Company of Delhi, Louisiana",
Iowa,Guthrie County State Bank,073921404
California,HANIN,
Indiana,HARVESTER FINANCIAL,
Massachusetts,HEALTH ALLIANCE,
Alabama,HEALTHPLUS,
Utah,HERCULES FIRST,
Pennsylvania,HERSHEY,
Texas,HIGHWAY DISTRICT 21,
Texas,HOCKLEY COUNTY,
Virginia,HOMEBASE,
Utah,HORIZON UTAH,
Iowa,Hardin County Savings Bank,073904117
Massachusetts,Haverhill Bank,211370053
Louisiana,Heritage Bank of St Tammany,265470158
Tennessee,Highland Federal Savings and Loan Association,264171267
Kansas,Home Bank and Trust Company,101102289
Kentucky,"Home Savings Bank, FSB",242170374
Michigan,Homestead Savings Bank,272471072
Iowa,Houghton State Bank,104901995
Tennessee,I B E W 175,
Ohio,"IH CREDIT UNION, INC.",
Illinois,IMPERIAL,
Indiana,INDUSTRIAL,
Tennessee,INSOUTH Bank,084301408
Indiana,INTERRA,
Michigan,I.M. DETROIT DISTRICT,
Kentucky,"Independent Correspondent Bankers' Bank, Inc.",
Florida,"Interamerican Bank, A FSB",
Iowa,Iowa State Savings Bank,073901495
Indiana,JACKSON COUNTY CO-OP,
Ohio,JEEP COUNTRY,
Illinois,JOLIET MUNICIPAL EMPLOYEES,
Texas,J.C.T.,
Wisconsin,Johnson Bank,075911852
California,KAIPERM,
Missouri,KC UNIDOS,
Pennsylvania,KENNAFORD,
Tennessee,KIMBERLY CLARK,
Wisconsin,KOHLER,
Michigan,Kalamazoo County State Bank,072408274
Wisconsin,KeySavings Bank,275971838
Louisiana,LA CAPITOL,
Michigan,LAKE TRUST,
Pennsylvania,LANCO,
Ohio,LCNB National Bank,042205481
Texas,LEFORS,
Iowa,LEVO,
Michigan,LINCOLN PARK COMMUNITY,
Texas,LITTLEFIELD SCHOOL EMPLOYEES,
Florida,LOCAL 606 ELECTRICAL WORKERS,
Texas,LONE STAR,
California,LOS ANGELES,
Florida,LOYALTY,
California,L. A. MISSION,
Indiana,Lake City Bank,074903719
Texas,Lamar National Bank,111909870
Massachusetts,Lee Bank,211870870
California,"Liberty Bank, National Association",
Texas,Llano National Bank,114911506
Louisiana,Louisiana National Bank,
Missouri,MA Bank,081507014
Texas,MARSHALL T & P EMPLOYEES,
Massachusetts,MASS. INSTITUTE OF TECH.,
Oklahoma,MCALESTER AAP,
Kansas,MCPHERSON CO-OP,
Ohio,MEDINA COUNTY,
Texas,MEMBERS FINANCIAL,
Texas,MEMBERSOURCE,
California,MERCO,
Texas,MET TRAN,
Virginia,METROPOLITAN CHURCH,
Michigan,MICHIGAN COASTAL,
California,MID-CITIES,
Georgia,MIDSOUTH COMMUNITY,
Utah,MILLARD COUNTY,
California,MIRASTAR,
Texas,MOBILITY CREDIT UNION,
New Jersey,MONMOUTH COUNTY POSTAL EMPLOYEES,
Pennsylvania,MOONLIGHT,
New Jersey,MOTION,
Minnesota,MOWER COUNTY EMPLOYEES,
Missouri,MULTIPLI,
Virginia,"MVB Bank, Inc",051504597
Wisconsin,M.E. EMPLOYEES,
New Jersey,Magyar Bank,221270910
Wisconsin,Marathon Bank,275970020
Minnesota,Marshall County State Bank,091215435
Iowa,Maxwell State Bank,073921938
Utah,Medallion Bank,124085228
Utah,Merrick Bank,124384602
Kansas,Mid-America Bank,101114934
Iowa,"Midstates Bank, National Association",104922987
New Jersey,Millville Savings Bank,231271006
California,Mission National Bank,121038773
Missouri,Montgomery Bank,081517761
Georgia,Mount Vernon Bank,061206681
Massachusetts,MutualOne Bank,211371816
Indiana,NATCO,
Nebraska,NEBRASKA STATE EMPLOYEES,
Illinois,NEW CENTURY,
Ohio,NEW HORIZON,
Tennessee,NEW SOUTH CREDIT UNION,
Illinois,NORMAL CITY EMPLOYEES,
Georgia,NORTH GEORGIA,
Iowa,NORTH WESTERN EMPLOYEES,
Kentucky,NORTHERN KENTUCKY,
Michigan,NORTHWEST CONSUMERS,
Ohio,NOTEWORTHY,
Texas,NUSENDA,
California,Nano Banc,122244731
Nebraska,Nebraska Bank of Commerce,104989852
Ohio,New Carlisle Federal Savings Bank,242272463
Massachusetts,Newburyport Five Cents Savings Bank,211371502
Massachusetts,North Brookfield Savings Bank,211871714
North Carolina,North State Bank,053112356
Minnesota,Northern State Bank of Virginia,
Texas,OAK CLIFF CHRISTIAN,
Ohio,OHIO EDUCATIONAL,
Oklahoma,OKLAHOMA'S,
Nebraska,OMAHA FIREFIGHTERS,
Texas,ONE SOUTH,
Utah,OREM CITY EMPLOYEES,
North Carolina,OTEEN V. A.,
Tennessee,OUTREACH,
Minnesota,Odin State Bank,091208853
Texas,One World Bank,111025123
Kentucky,Owingsville Banking Company,042103237
Utah,PACIFIC HORIZON,
Louisiana,PAN AMOCO,
New Jersey,PARLIN DUPONT EMPLOYEES,
New Jersey,PATH,
Texas,PEAR ORCHARD,
Pennsylvania,PENN,
Illinois,PEORIA CITY EMPLOYEES,
North Carolina,PIEDMONT ADVANTAGE CREDIT UNION,
Nebraska,PIONEER COMMUNITY,
Florida,POMPANO BEACH CITY EMP.,
Texas,PORT TERMINAL,
Iowa,POWER CO-OP EMPLOYEES,
Texas,PRESTIGE COMMUNITY,
Indiana,PROFED,
Ohio,"PSE CREDIT UNION, INC.",
Tennessee,P.I.A.S.,
Wisconsin,"Park Bank, National Association",075909945
Oklahoma,"Patrons Bank, National Association",103101107
Illinois,PeopleFirst Bank,071926692
Illinois,Peoples Bank of Macon,071108193
Iowa,Peoples Savings Bank,073917285
Illinois,"Petefish, Skiles & Co.",071107262
Wisconsin,Pillar Bank,091804147
Georgia,Planters and Citizens Bank,061202957
Minnesota,Portage Bank,
Wisconsin,Premier Community Bank,075903831
Virginia,Primis Bank,051409278
Missouri,Progressive Ozark Bank,281573288
Ohio,QUEST,
Texas,R Bank,114914817
Wisconsin,RALEIGH CO. EDUCATORS,
Illinois,REAVIS - STICKNEY,
Texas,REED,
North Carolina,REV,
Texas,RIO GRANDE VALLEY CREDIT UNION,
Texas,RIVERTRUST,
Alabama,ROCKET CITY,
New Jersey,RUTGERS,
Massachusetts,Reading Co-operative Bank,211372404
Iowa,Reliance State Bank,073920926
California,River Valley Community Bank,121144324
Massachusetts,Rockland Trust Company,011303327
Utah,S E A,
California,SAFE,
Kansas,SALINA INTERPAROCHIAL,
California,SAN FRANCISCO,
California,SCHOOLS,
Texas,SECURITY FIRST,
Pennsylvania,SERVICE STATION DEALERS,
Texas,SHARED RESOURCES,
Missouri,SHELTER INSURANCE,
California,SIERRA CENTRAL,
California,SISKIYOU,
California,SLO,
Texas,SOARION,
Massachusetts,SOMERVILLE SCHOOL EMPLOYEES,
Minnesota,SOUTH METRO,
Missouri,SOUTHEAST MISSOURI COMMUNITY,
Florida,SOUTHERNMOST,
Michigan,SOVITA,
Illinois,SPRINGFIELD FIREFIGHTERS,
Ohio,STARK,
Pennsylvania,STEEL STRONG COMMUNITY,
California,STRATA,
Missouri,ST. AUGUSTINE,
Missouri,ST. JOSEPH TEACHERS',
Colorado,ST. MICHAELS,
California,SUN COMMUNITY,
Pennsylvania,SUPERIOR CREDIT UNION,
Texas,SYNERGY,
Nebraska,Sandhills State Bank,104105283
Texas,Schertz Bank & Trust,114916103
Minnesota,Security Bank & Trust Company,091916048
Wisconsin,Security Financial Bank,091803274
Minnesota,Security State Bank of Wanamingo,
Texas,"Shelby Savings Bank, SSB",313192647
Missouri,Silex Banking Company,081908273
Illinois,Solutions Bank,
Louisiana,South Lafourche Bank & Trust Company,
Louisiana,Southern Heritage Bank,111102046
Missouri,Southwest Missouri Bank,101203641
Illinois,Spring Valley City Bank,071115995
Louisiana,St. Landry Bank and Trust Company,065200612
Illinois,State Bank of Bement,071107123
California,State Bank of India (California),054001741
Nebraska,State Bank of Scotia,104113262
Minnesota,Sterling State Bank,091900944
Tennessee,Studio Bank,064009487
Florida,Sunrise Bank,063115806
Louisiana,Synergy Bank,065405297
Louisiana,TANGIPAHOA PARISH TEACHERS,
Florida,"TCM Bank, National Association",
Pennsylvania,TENDTO,
Texas,TEXANS,
Texas,TEXAS PEOPLE,
New Jersey,THE ATLANTIC,
Alabama,THE INFIRMARY,
Ohio,THE VINTON COUNTY NATIONAL BANK,044107707
Michigan,TLC COMMUNITY,
Louisiana,TOTAL CHOICE,
Pennsylvania,TRI BORO,
Ohio,TRUPARTNER,
Alabama,TVA COMMUNITY CREDIT UNION,
North Carolina,"Taylorsville Savings Bank, SSB",253171537
Texas,Texas Bank,111904943
Texas,Texas National Bank,111315011
Texas,The American National Bank of Texas,111901519
Louisiana,The Bank of Commerce,065404159
Georgia,"The Bank of LaFayette, Georgia",
Nebraska,The Bank of Steinauer,104908723
Georgia,The Citizens Bank of Swainsboro,061203558
Ohio,The Citizens National Bank of Woodsfield,043205875
Texas,The City National Bank of Sulphur Springs,111909362
Oklahoma,The Community State Bank,103101518
Kansas,The Dickinson County Bank,101104630
Iowa,The Exchange State Bank,073906801
Illinois,The Farmers State Bank and Trust Company,081216240
Illinois,The Federal Savings Bank,071026123
Oklahoma,The First National Bank & Trust,103101107
Oklahoma,The First National Bank in Marlow,103102494
Illinois,The First National Bank of Ava,
Minnesota,The First National Bank of Cokato,
Colorado,The First National Bank of Fleming,107003829
Texas,The First National Bank of Hebbronville,114916019
Illinois,The First National Bank of Litchfield,
Minnesota,The First National Bank of Milaca,
Virginia,The First National Bank of Peterstown,051503051
Kansas,The First National Bank of Spearville,101105299
Kentucky,The First National Bank of Williamson,
Ohio,The Fort Jennings State Bank,041212815
Colorado,The Gunnison Bank and Trust Company,
Iowa,The Home Trust & Savings Bank,073903493
Kansas,The Kansas State Bank Overbrook Kansas,101105765
Illinois,The Litchfield National Bank,081903540
Ohio,The Merchants National Bank,042205009
Ohio,The National Bank of Adams County of West Union,042207379
Oklahoma,The Pauls Valley National Bank,103101987
Illinois,"The Peoples State Bank of Newton, Illinois",
Wisconsin,The Portage County Bank,075904377
Ohio,The Settlers Bank,044215521
Minnesota,The State Bank of Faribault,091900559
Kansas,"The Stockgrowers State Bank of Ashland, Kansas",
Massachusetts,The Village Bank,211371858
Minnesota,Think Mutual Bank,291975465
Georgia,Touchmark National Bank,061121106
Texas,"Transpecos Banks, SSB",112320788
Oklahoma,"Triad Bank, National Association",103903046
Virginia,Trustar Bank,056009686
Utah,UINTAH,
New Jersey,UNION BUILDING TRADES,
Michigan,UNITED CHURCHES,
Florida,UNITY OF EATONVILLE,
Wisconsin,UNIVERSITY OF WISCONSIN,
Utah,UTAH POWER,
Pennsylvania,U.F.C.W. LOCAL 23,
Illinois,Union National Bank and Trust Company of Elgin,
Kentucky,United Citizens Bank & Trust Company,083905685
Minnesota,United Prairie Bank,091214627
California,Universal Bank,322270275
Pennsylvania,VALLEY 1ST COMMUNITY,
Virginia,VALLEYSTAR,
Oklahoma,VELMA,
Texas,VICTORIA TEACHERS,
Virginia,VIRGINIA,
Alabama,Valley State Bank,101104164
Louisiana,Vermilion Bank & Trust Company,065204993
Illinois,"Village Bank and Trust, National Association",071925460
Texas,W T N M ATLANTIC,
Michigan,WARREN MUNICIPAL,
Ohio,WAYNE COUNTY COMMUNITY,
Missouri,WEDEVELOPMENT,
Michigan,WEST MICHIGAN POSTAL SERVICE,
Illinois,WESTERN ILLINOIS SCHOOL EMPLOYEES,
Pennsylvania,WESTMORELAND WATER,
Kansas,WHITE EAGLE,
Pennsylvania,WIDGET,
Wisconsin,WISCONSIN MEDICAL,
Virginia,WRIGHT PATMAN CONGRESSIONAL,
Wisconsin,Waldo State Bank,075908027
Florida,Waterfall Bank,
Massachusetts,Webster Five Cents Savings Bank,211372857
Nebraska,West Gate Bank,104901584
Texas,West Texas State Bank,111322664
Kentucky,Whitaker Bank,042104168
Wisconsin,Wolf River Community Bank,075972105
Massachusetts,Wrentham Co-operative Bank,211371939
Kentucky,YOUR HOMETOWN,
Texas,Zavala County Bank,114910222
Missouri,1ST MIDAMERICA,
Wisconsin,600 ATLANTIC,
Texas,ACADIANA MEDICAL,
Kentucky,ADVANZ,
Florida,ALL IN,
Utah,AMERICA FIRST,
Missouri,ANB Bank,101003045
Pennsylvania,ARMSTRONG CO. FEDERAL EMP.,
North Carolina,AUDUBON,
Texas,"American Bank, National Association",111005774
Texas,American Momentum Bank,063116025
Texas,Anchor D Bank,103106186
Virginia,Atlantic Union Bank,
North Carolina,BLUE FLAME,
Massachusetts,BURLINGTON MUNICIPAL EMPLOYEES,
Minnesota,Bank Midwest,091201643
North Carolina,Bank of Oak Ridge,053112327
Texas,Bank19,
Utah,Banner Bank,075904526
Missouri,Bison State Bank,101107475
Tennessee,Builtwell Bank,
Utah,CAL STATE L.A.,
Wisconsin,CARPENTERS,
Nebraska,CENTRIS,
Tennessee,CHATTANOOGA FIRST,
Pennsylvania,CLEARVIEW,
Tennessee,COLLEGEDALE,
Texas,COMMUNITY RESOURCE,
Ohio,CORNERSTONE COMMUNITY FINANCIAL,
Pennsylvania,CRAYOLA LLC EMPLOYEES CREDIT UNION,
Texas,Capra Bank,
Texas,Charter Bank,114923976
Wisconsin,Citizens First Bank,075902832
Ohio,Civista Bank,041201635
Texas,Community National Bank,114909165
New Jersey,Crown Bank,021210112
Massachusetts,DIRECT,
Texas,ECU,
Oklahoma,EMPLOYEES,
Michigan,EVERWISE,
Oklahoma,"Elevate Bank, National Association",101103466
Texas,F A A,
Virginia,FEDERATION OF GREENE COUNTY EMPL.,
Florida,FIRST CALIFORNIA,
Pennsylvania,FIRST HARVEST,
